Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
1433,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo  ,HAL Laboratory  ,7.8,,0.74,0.39,0.8,0.11,2.05
1434,Shovel Knight,Series,2014,Platform,Yacht Club Games  ,Yacht Club Games  ,,,,,,,
1435,Shovel Knight,All,2014,Platform,Yacht Club Games  ,Yacht Club Games  ,,,,,,,
1436,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo  ,LucasArts  ,,,2.0,0.5,0.12,0.03,2.65
1437,Super Mario Bros. 2 (FDS),NES,1986,Platform,Nintendo  ,Nintendo EAD  ,,,,,2.65,0.0,2.65
1438,Yoshi's Cookie,All,1992,Puzzle,Nintendo  ,TOSE  ,,,,,,,
1439,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Namco  ,Namco  ,8.9,,2.06,0.56,0.38,0.17,3.17
1440,Medal of Honor,X360,2010,Shooter,Electronic Arts  ,EA Los Angeles  ,7.3,,1.58,0.8,0.04,0.22,2.64
1441,NBA 2K12,X360,2011,Sports,2K Sports  ,Visual Concepts  ,9.1,,2.32,0.14,0.01,0.17,2.64
1442,Midnight Club: Street Racing,PS2,2000,Racing,Rockstar Games  ,Angel Studios  ,,,2.0,0.47,0.02,0.14,2.63
1443,NBA 2K13,PS3,2012,Sports,2K Sports  ,Visual Concepts  ,8.9,,1.74,0.46,0.05,0.39,2.63
1444,NBA 2K19,PS4,2018,Sports,2K Sports  ,Visual Concepts  ,,,1.69,0.44,0.03,0.47,2.63
1445,ESPN NFL 2K5,PS2,2004,Sports,Sega  ,Visual Concepts  ,,,2.15,0.12,,0.36,2.62
1446,Madden NFL 18,PS4,2017,Sports,EA Sports  ,EA Tiburon  ,8.2,,1.73,0.42,,0.47,2.62
1447,FIFA Soccer 10,X360,2009,Sports,EA Sports  ,EA Canada  ,8.9,,0.6,1.79,0.01,0.23,2.62
1448,Tomb Raider: Underworld,All,2008,Action-Adventure,Eidos Interactive  ,Crystal Dynamics  ,,,,,,,
1449,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment  ,SCEE Cambridge  ,8.8,,0.65,1.27,0.01,0.68,2.61
1450,Harry Potter and the Chamber of Secrets,PS2,2002,Adventure,Electronic Arts  ,Eurocom Entertainment Software  ,,,0.9,1.22,0.04,0.44,2.61
1451,Army of Two,All,2008,Shooter,Electronic Arts  ,EA Montreal  ,,,,,,,
1452,Devil May Cry HD Collection,All,2012,Action,Capcom  ,Capcom  ,,,,,,,
1453,Homefront,All,2011,Shooter,THQ  ,Kaos Studios  ,,,,,,,
1454,Mario Strikers Charged,Wii,2007,Sports,Nintendo  ,Next Level Games  ,7.7,,1.05,1.05,0.24,0.24,2.59
1455,Monster Hunter 3G,3DS,2013,Role-Playing,Capcom  ,Capcom  ,7.6,,0.46,0.32,1.96,0.08,2.82
1456,NieR: Automata,PS4,2017,Role-Playing,Square Enix  ,PlatinumGames  ,,,0.56,0.51,0.42,0.22,1.71
1457,Resident Evil: Operation Raccoon City,All,2012,Shooter,Capcom  ,Slant Six Games  ,,,,,,,
1458,Streets of Rage,GEN,1990,Action,Sega  ,Sega  ,,,1.86,0.55,0.11,0.08,2.6
1459,Grand Theft Auto: Episodes from Liberty City,X360,2009,Adventure,Rockstar Games  ,Rockstar North  ,9.0,,1.08,1.22,0.03,0.27,2.6
1460,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts  ,Traveller's Tales  ,,,1.53,0.83,,0.24,2.59
1461,Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft  ,Massive Entertainment  ,,,1.54,0.82,,0.24,2.59
1462,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts  ,EA Canada  ,8.6,,0.49,1.63,0.04,0.43,2.59
1463,NBA Live 2005,PS2,2004,Sports,EA Sports  ,EA Canada  ,,,2.03,0.21,,0.35,2.59
1464,Hotline Miami,PC,2012,Action,Devolver Digital  ,Dennaton Games  ,,,,,,,
1465,Bastion,PC,2011,Role-Playing,Warner Bros. Interactive Entertainment  ,Supergiant Games  ,8.5,,,,,,
1466,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ  ,Yuke's  ,8.0,,1.4,0.88,0.03,0.26,2.58
1467,Skylanders Giants,Wii,2012,Misc,Activision  ,Toys for Bob  ,,,1.49,0.86,,0.23,2.58
1468,Madden NFL 08,PS2,2007,Sports,EA Sports  ,EA Tiburon  ,,,2.14,0.08,,0.35,2.57
1469,Clubhouse Games,DS,2006,Misc,Nintendo  ,Agenda  ,8.3,,0.59,1.8,0.73,0.34,3.45
1470,NBA 2K14,X360,2013,Sports,2K Sports  ,Visual Concepts  ,,,2.11,0.19,0.0,0.27,2.57
1471,Hot Shots Golf,PS,1998,Sports,Sony Computer Entertainment  ,Camelot Software Planning  ,,,0.26,0.17,2.13,,2.56
1472,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts  ,BioWare Edmonton  ,8.5,,1.76,0.55,0.03,0.22,2.56
1473,FIFA 16,PS3,2015,Sports,EA Sports  ,EA Canada  ,9.0,,0.43,1.68,0.05,0.38,2.55
1474,Mario Strikers: Battle League,NS,2022,Sports,Nintendo  ,Nintendo  ,,,,,,,
1475,Pokémon Stadium 2,N64,2001,Strategy,Nintendo  ,HAL Laboratory  ,7.9,,1.02,0.36,1.13,0.23,2.73
1476,Resident Evil Code: Veronica,All,2000,Action-Adventure,Capcom  ,Capcom  ,,,,,,,
1477,Mirror's Edge,Series,2008,Platform,Electronic Arts  ,EA DICE  ,,,,,,,
1478,Madden NFL 09,X360,2008,Sports,EA Sports  ,EA Tiburon  ,8.5,,2.21,0.12,,0.2,2.54
1479,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment  ,Hitmaker  ,8.2,,1.13,1.12,0.06,0.22,2.52
1480,Dungeon Siege,Series,2002,Role-Playing,Microsoft  ,Gas Powered Games  ,,,,,,,
1481,Tomb Raider: The Angel of Darkness,All,2003,Action-Adventure,Eidos Interactive  ,Core Design  ,,,,,,,
1482,Tomb Raider (2013),PS3,2013,Action,Square Enix  ,Crystal Dynamics  ,8.9,,0.6,1.45,0.08,0.38,2.51
1483,Midnight Club: Los Angeles,PS3,2008,Racing,Rockstar Games  ,Rockstar San Diego  ,8.3,,1.59,0.54,0.05,0.33,2.5
1484,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami  ,Konami  ,,,0.13,0.07,0.26,2.05,2.5
1485,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision  ,Raven Software  ,8.3,,2.29,0.02,,0.19,2.5
1486,Alone in the Dark,All,1992,Action-Adventure,Infogrames  ,Infogrames  ,,,,,,,
1487,Ben 10: Protector of Earth,All,2007,Action-Adventure,D3 Publisher  ,High Voltage Software  ,,,,,,,
1488,Black & White,PC,2001,Strategy,Electronic Arts  ,Lionhead Studios  ,9.3,,,0.04,,0.0,0.04
1489,Brink,All,2011,Shooter,Bethesda Softworks  ,Splash Damage  ,,,,,,,
1490,Comanche,Series,1992,Simulation,NovaLogic  ,NUKKLEAR  ,,,,,,,
1491,Crisis Core: Final Fantasy VII,PSP,2008,Role-Playing,Square Enix  ,Square Enix  ,8.1,9.0,1.35,0.6,0.8,0.44,3.19
1492,Dance Central,X360,2010,Music,MTV Games  ,Harmonix Music Systems  ,8.4,,2.15,0.76,0.01,0.26,3.18
1493,Detroit: Become Human,PC,2019,Adventure,Quantic Dream  ,Quantic Dream  ,,,,,,,
1494,Diablo,PC,1996,Role-Playing,Blizzard Entertainment  ,Blizzard Entertainment  ,8.7,,0.01,1.58,,,1.59
1495,Dishonored 2,All,2016,Action-Adventure,Bethesda Softworks  ,Arkane Studios  ,,,,,,,
1496,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari  ,Dimps Corporation  ,,,1.09,0.15,0.65,0.04,1.94
1497,Dragon Quest II,NES,1990,Role-Playing,Enix  ,ChunSoft  ,,,0.15,,2.41,0.0,2.56
1498,Evolve,All,2015,Shooter,2K Games  ,Turtle Rock Studios  ,,,,,,,
1499,Factorio,PC,2016,Strategy, Wube Software LTD.  , Wube Software LTD.  ,,,,,,,
1500,Far Cry,PC,2004,Shooter,Ubisoft  ,Crytek  ,8.6,,,0.04,,0.01,0.05
1501,Final Fantasy Tactics,PS,1998,Role-Playing,Sony Computer Entertainment  ,SquareSoft  ,8.8,,0.93,0.12,1.34,0.06,2.45
1502,Firewatch,All,2016,Adventure,Panic  ,Campo Santo  ,,,,,,,
1503,Forza Horizon 3,XOne,2016,Racing,Microsoft Studios  ,Playground Games  ,9.0,,1.64,1.96,0.02,0.32,3.93
1504,Goat Simulator,All,2014,Simulation,Coffee Stain Studios  ,Coffee Stain Studios  ,,,,,,,
1505,Lords of the Realm II,All,1996,Strategy,Sierra Online   ,Impressions Games  ,,,,,,,
1506,Lumines,Series,2005,Puzzle,Ubisoft  ,Q Entertainment  ,,,,,,,
1507,Mirror's Edge,All,2008,Platform,Electronic Arts  ,EA DICE  ,,,,,,,
1508,Missile Command,2600,1981,Shooter,Atari  ,Atari  ,,,2.56,0.17,,0.03,2.76
1509,Mortal Kombat II,All,1993,Fighting,Midway  ,Midway  ,,,,,,,
1510,NCAA Football 07,All,2006,Sports,EA Sports  ,EA Tiburon  ,,,,,,,
1511,Nioh 2,All,2020,Role-Playing,Sony Interactive Entertainment  ,Koei Tecmo Games  ,,,,,,,
1512,Planet Coaster,PC,2016,Simulation,Frontier Developments  ,Frontier Developments  ,,,,0.04,,0.0,0.04
1513,Prey,Series,2006,Shooter,Bethesda Softworks  ,Human Head Studios  ,,,,,,,
1514,Prince of Persia (2008),All,2008,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
1515,Sonic Adventure,All,1999,Platform,Sega  ,Sonic Team  ,,,,,,,
1516,Streets of Rage 4,All,2020,Action,DotEmu  ,DotEmu  ,,,,,,,
1517,Tom Clancy's Splinter Cell: Chaos Theory,All,2005,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,,,,,
1518,Warcraft III: The Frozen Throne,PC,2003,Strategy,Blizzard Entertainment  ,Blizzard Entertainment  ,9.2,,0.58,0.87,,0.09,1.54
1519,Rise of the Tomb Raider,PC,2016,Adventure,Square Enix  ,Crystal Dynamics  ,,,,0.14,,0.01,0.15
1520,Dustforce DX,PC,2012,Platform,Hitbox Team  ,Hitbox Team  ,,,,,,,
1521,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Rockstar Games  ,Rockstar North  ,9.8,,1.84,0.56,,0.09,2.49
1522,NBA 2K15,PS4,2014,Sports,2K Sports  ,Visual Concepts  ,,,1.49,0.55,0.01,0.44,2.49
1523,Game Party,Wii,2007,Misc,Midway Games  ,JGI Entertainment  ,2.6,,1.47,0.77,,0.24,2.49
1524,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games  ,Midway  ,8.2,,1.81,0.52,,0.15,2.49
1525,Dungeon Defenders,PC,2011,Role-Playing,Trendy Entertainment  ,Trendy Entertainment  ,8.3,,0.02,,,0.0,0.02
1526,Mario Party 2,N64,2000,Misc,Nintendo  ,Hudson Soft  ,,,1.28,0.14,1.08,0.01,2.5
1527,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo  ,Intelligent Systems  ,,,1.12,0.49,0.64,0.15,2.41
1528,Saints Row: The Third,PS3,2011,Action,THQ  ,Volition Inc.  ,8.3,,0.86,1.06,0.18,0.37,2.48
1529,Tomb Raider: The Last Revelation,PS,1999,Action,Eidos Interactive  ,Core Design Ltd.  ,,,1.15,1.14,0.06,0.13,2.48
1530,Assassin's Creed Origins,XOne,2017,Action,Ubisoft  ,Ubisoft Montreal  ,,,1.34,0.92,,0.22,2.47
1531,Pure,X360,2008,Racing,Disney Interactive Studios  ,Black Rock Studio  ,8.3,,1.38,0.84,0.0,0.25,2.47
1532,Rock Band,X360,2007,Misc,MTV Games  ,Harmonix Music Systems  ,9.1,,1.93,0.33,,0.21,2.47
1533,Minecraft,PSV,2014,Misc,Sony Computer Entertainment America  ,4J Studios  ,,,0.22,0.73,1.25,0.27,2.47
1534,Battlefield 1942,PC,2002,Shooter,Electronic Arts  ,Digital Illusions CE  ,9.0,,0.01,0.02,,0.0,0.03
1535,WarioWare Touched!,DS,2005,Puzzle,Nintendo  ,Intelligent Systems  ,7.8,,0.51,0.45,1.21,0.13,2.3
1536,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,8.5,8.7,1.15,0.84,0.1,0.38,2.47
1537,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.0,,0.16,0.28,,0.08,0.52
1538,Madden NFL 16,XOne,2015,Sports,EA Sports  ,EA Tiburon  ,8.4,,2.13,0.08,,0.26,2.47
1539,Mario Party 4,GC,2002,Misc,Nintendo  ,Hudson Soft  ,7.0,,1.13,0.36,0.92,0.07,2.47
1540,Dying Light,PS4,2015,Action,Warner Bros. Interactive  ,Techland  ,,,1.18,0.74,0.13,0.4,2.45
1541,Sonic Unleashed,All,2008,Platform,Sega  ,Sonic Team  ,,,,,,,
1542,LEGO Harry Potter: Years 1-4,Wii,2010,Adventure,Warner Bros. Interactive  ,Traveller's Tales  ,7.9,,1.29,0.94,,0.22,2.45
1543,uDraw Studio,Wii,2010,Misc,THQ  ,"Pipeworks Software, Inc.  ",,,1.65,0.58,,0.21,2.44
1544,BlazBlue,Series,2008,Fighting,Aksys Games  ,Arc System Works  ,,,,,,,
1545,Madden NFL 17,XOne,2016,Sports,EA Sports  ,EA Tiburon  ,8.1,,2.14,0.04,,0.26,2.44
1546,Xenoblade Chronicles 2,NS,2017,Role-Playing,Nintendo  ,Monolith Soft  ,8.2,9.2,0.55,0.52,0.24,0.1,1.4
1547,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment  ,SingleTrac  ,8.7,,2.12,0.25,,0.07,2.44
1548,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts  ,Maxis  ,,,1.07,1.19,,0.18,2.43
1549,Dragon Ball: Xenoverse,PS4,2015,Fighting,Namco Bandai Games  ,Dimps Corporation  ,,,0.33,0.55,0.14,0.17,1.19
1550,Sonic & Sega All-Stars Racing,Series,2010,Racing,Sega  ,Sumo Digital  ,,,,,,,
1551,Tom Clancy's Ghost Recon,All,2001,Shooter,Ubisoft  ,Red Storm Entertainment  ,,,,,,,
1552,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts  ,EA Black Box  ,7.4,,0.87,0.97,,0.58,2.42
1553,Ice Hockey,NES,1988,Sports,Nintendo  ,Nintendo  ,,,1.27,0.32,0.78,0.05,2.42
1554,Sonic Adventure,DC,1999,Platform,Sega  ,Sonic Team  ,8.9,,1.26,0.61,0.46,0.08,2.42
1555,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft  ,Ubisoft Montreal  ,8.2,,1.56,0.61,0.02,0.23,2.42
1556,God of War Collection,PS3,2009,Action,Sony Computer Entertainment  ,Bluepoint Games  ,9.2,,1.7,0.45,0.06,0.4,2.6
1557,Kinect: Disneyland Adventures,X360,2011,Action-Adventure,Microsoft Studios  ,Frontier Developments  ,8.5,,1.73,0.43,0.02,0.23,2.41
1558,Pro Evolution Soccer 2011,PS3,2010,Sports,Konami  ,Konami  ,6.0,,0.29,1.18,0.54,0.41,2.41
1559,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment  ,Rainbow Studios  ,8.4,,2.07,0.26,,0.08,2.41
1560,Pokémon Colosseum,GC,2004,Role-Playing,Nintendo  ,Genius Sonority Inc.  ,7.0,,1.21,0.57,0.7,0.07,2.54
1561,NBA 2K16,XOne,2015,Sports,2K Sports  ,Visual Concepts  ,8.3,,2.01,0.15,,0.25,2.41
1562,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Studios  ,343 Industries  ,8.0,,1.44,0.71,0.04,0.22,2.41
1563,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts  ,EA Black Box  ,,,0.69,0.0,0.04,1.68,2.41
1564,Tetris Plus,PS,1996,Puzzle,Jaleco  ,Atlus Co.  ,,,2.1,0.24,,0.07,2.4
1565,Forza Motorsport 5,XOne,2013,Racing,Microsoft Studios  ,Turn 10 Studios  ,,,1.28,0.9,0.01,0.21,2.4
1566,Midnight Club: Los Angeles,X360,2008,Racing,Rockstar Games  ,Rockstar San Diego  ,8.0,,1.72,0.45,0.01,0.22,2.4
1567,Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios  ,Westwood Studios  ,,,1.55,0.0,,,1.55
1568,CSI: Crime Scene Investigation,Series,2003,Adventure,Ubisoft  ,369 Interactive  ,,,,,,,
1569,Dino Crisis,PS,1999,Action,Capcom  ,Capcom Production Studio 4  ,8.9,,0.81,0.76,0.7,0.14,2.41
